Номер ответа,Дата ответа,Время выполнения,IP - адрес,Источник распространения,Операционная система,Браузер,Устройство,"1. Пожалуйста, оцените вашу удовлетворенность образовательным процессом в целом",2. Насколько вы в целом удовлетворены работой преподавателей в течение семестра?,3. Насколько ваши ожидания от программы при поступлении совпали с опытом обучения?,"4. Пожалуйста, оцените вашу удовлетворенность преподавательским составом на программе - У меня была достаточная поддержка преподавательской команды в профессиональном развитии - Оценка","4. Пожалуйста, оцените вашу удовлетворенность преподавательским составом на программе - У меня была достаточная поддержка преподавательской команды в профессиональном развитии - Важность критерия","4. Пожалуйста, оцените вашу удовлетворенность преподавательским составом на программе - Преподавательская команда объясняет сложные вещи понятным языком - Оценка","4. Пожалуйста, оцените вашу удовлетворенность преподавательским составом на программе - Преподавательская команда объясняет сложные вещи понятным языком - Важность критерия","5. Пожалуйста, оцените вашу удовлетворенность куратором на программе - Куратор своевременно сообщает необходимую информацию об образовательном процессе - Оценка","5. Пожалуйста, оцените вашу удовлетворенность куратором на программе - Куратор своевременно сообщает необходимую информацию об образовательном процессе - Важность критерия","5. Пожалуйста, оцените вашу удовлетворенность куратором на программе - Куратор готов оказать помощь, если у меня появляются вопросы или проблемы - Оценка","5. Пожалуйста, оцените вашу удовлетворенность куратором на программе - Куратор готов оказать помощь, если у меня появляются вопросы или проблемы - Важность критерия",6. Здесь вы можете оставить более подробную обратную связь о кураторе,"7. Пожалуйста, оцените вашу удовлетворенность программой по каждому из параметров - Мне было понятно содержание дисциплин, которые я изучал(а) в течение семестра, и их взаимосвязь между собой - Оценка","7. Пожалуйста, оцените вашу удовлетворенность программой по каждому из параметров - Мне было понятно содержание дисциплин, которые я изучал(а) в течение семестра, и их взаимосвязь между собой - Важность критерия","7. Пожалуйста, оцените вашу удовлетворенность программой по каждому из параметров - Я мог(-ла) выполнить задания преподавателей в нужные сроки в достаточном объеме - Оценка","7. Пожалуйста, оцените вашу удовлетворенность программой по каждому из параметров - Я мог(-ла) выполнить задания преподавателей в нужные сроки в достаточном объеме - Важность критерия","7. Пожалуйста, оцените вашу удовлетворенность программой по каждому из параметров - Мне было понятно, как изучаемые дисциплины связаны с моей сферой профессиональной деятельности - Оценка","7. Пожалуйста, оцените вашу удовлетворенность программой по каждому из параметров - Мне было понятно, как изучаемые дисциплины связаны с моей сферой профессиональной деятельности - Важность критерия","7. Пожалуйста, оцените вашу удовлетворенность программой по каждому из параметров - Мне кажется, что за прошедший семестр количество занятий в неделю было оптимальным - Оценка","7. Пожалуйста, оцените вашу удовлетворенность программой по каждому из параметров - Мне кажется, что за прошедший семестр количество занятий в неделю было оптимальным - Важность критерия",8. Здесь вы можете оставить более подробную обратную связь о программе,"9. Пожалуйста, оцените вашу удовлетворенность взаимодействием с координатором Учебного отдела программы - Координатор уважительно взаимодействовал со мной - Оценка","9. Пожалуйста, оцените вашу удовлетворенность взаимодействием с координатором Учебного отдела программы - Координатор уважительно взаимодействовал со мной - Важность критерия","9. Пожалуйста, оцените вашу удовлетворенность взаимодействием с координатором Учебного отдела программы - Мои обращения к координатору приводили к ожидаемому результату - Оценка","9. Пожалуйста, оцените вашу удовлетворенность взаимодействием с координатором Учебного отдела программы - Мои обращения к координатору приводили к ожидаемому результату - Важность критерия","9. Пожалуйста, оцените вашу удовлетворенность взаимодействием с координатором Учебного отдела программы - Координатор сообщает необходимую информацию об образовательном процессе своевременно - Оценка","9. Пожалуйста, оцените вашу удовлетворенность взаимодействием с координатором Учебного отдела программы - Координатор сообщает необходимую информацию об образовательном процессе своевременно - Важность критерия","9. Пожалуйста, оцените вашу удовлетворенность взаимодействием с координатором Учебного отдела программы - Координатор готов оказать помощь, если возникают вопросы или проблемы - Оценка","9. Пожалуйста, оцените вашу удовлетворенность взаимодействием с координатором Учебного отдела программы - Координатор готов оказать помощь, если возникают вопросы или проблемы - Важность критерия",10. Здесь вы можете оставить более подробную обратную связь о взаимодействии с координатором Учебного отдела,11. Преподаватели своевременно представили критерии оценивания работ,12. Преподаватели ясно определили порядок сдачи и оценивания работ,13. Преподаватели проводили оценивание работ в соответствии с заявленными критериями,14. Здесь вы можете оставить подробную обратную связь про оценивание на программе,"15. Пожалуйста, оцените работу преподавателей:Преподаватель(-ница) объяснял(-а) сложные вещи понятным языком. Примеры/кейсы преподавателя(-ницы) были актуальны для индустрии. Преподаватель(-ница) давал(-а) полезные рекомендации по развитию моей работы. У меня была достаточная поддержка преподавателя(-ницы)в самостоятельной работе (консультации, разборы, ответы). - Бенцлер Дария Андреевна","15. Пожалуйста, оцените работу преподавателей:Преподаватель(-ница) объяснял(-а) сложные вещи понятным языком. Примеры/кейсы преподавателя(-ницы) были актуальны для индустрии. Преподаватель(-ница) давал(-а) полезные рекомендации по развитию моей работы. У меня была достаточная поддержка преподавателя(-ницы)в самостоятельной работе (консультации, разборы, ответы). - Боуэн Дуглас Джеймс","15. Пожалуйста, оцените работу преподавателей:Преподаватель(-ница) объяснял(-а) сложные вещи понятным языком. Примеры/кейсы преподавателя(-ницы) были актуальны для индустрии. Преподаватель(-ница) давал(-а) полезные рекомендации по развитию моей работы. У меня была достаточная поддержка преподавателя(-ницы)в самостоятельной работе (консультации, разборы, ответы). - Гитманович Дарья Ильинична","15. Пожалуйста, оцените работу преподавателей:Преподаватель(-ница) объяснял(-а) сложные вещи понятным языком. Примеры/кейсы преподавателя(-ницы) были актуальны для индустрии. Преподаватель(-ница) давал(-а) полезные рекомендации по развитию моей работы. У меня была достаточная поддержка преподавателя(-ницы)в самостоятельной работе (консультации, разборы, ответы). - Кей Шон","15. Пожалуйста, оцените работу преподавателей:Преподаватель(-ница) объяснял(-а) сложные вещи понятным языком. Примеры/кейсы преподавателя(-ницы) были актуальны для индустрии. Преподаватель(-ница) давал(-а) полезные рекомендации по развитию моей работы. У меня была достаточная поддержка преподавателя(-ницы)в самостоятельной работе (консультации, разборы, ответы). - Козлова Елена Николаевна","15. Пожалуйста, оцените работу преподавателей:Преподаватель(-ница) объяснял(-а) сложные вещи понятным языком. Примеры/кейсы преподавателя(-ницы) были актуальны для индустрии. Преподаватель(-ница) давал(-а) полезные рекомендации по развитию моей работы. У меня была достаточная поддержка преподавателя(-ницы)в самостоятельной работе (консультации, разборы, ответы). - Кошлина Марина Олеговна","15. Пожалуйста, оцените работу преподавателей:Преподаватель(-ница) объяснял(-а) сложные вещи понятным языком. Примеры/кейсы преподавателя(-ницы) были актуальны для индустрии. Преподаватель(-ница) давал(-а) полезные рекомендации по развитию моей работы. У меня была достаточная поддержка преподавателя(-ницы)в самостоятельной работе (консультации, разборы, ответы). - Кузнецов Олег Дмитриевич","15. Пожалуйста, оцените работу преподавателей:Преподаватель(-ница) объяснял(-а) сложные вещи понятным языком. Примеры/кейсы преподавателя(-ницы) были актуальны для индустрии. Преподаватель(-ница) давал(-а) полезные рекомендации по развитию моей работы. У меня была достаточная поддержка преподавателя(-ницы)в самостоятельной работе (консультации, разборы, ответы). - Любимов Дмитрий Михайлович","15. Пожалуйста, оцените работу преподавателей:Преподаватель(-ница) объяснял(-а) сложные вещи понятным языком. Примеры/кейсы преподавателя(-ницы) были актуальны для индустрии. Преподаватель(-ница) давал(-а) полезные рекомендации по развитию моей работы. У меня была достаточная поддержка преподавателя(-ницы)в самостоятельной работе (консультации, разборы, ответы). - Мартынов Юрий Владимирович","15. Пожалуйста, оцените работу преподавателей:Преподаватель(-ница) объяснял(-а) сложные вещи понятным языком. Примеры/кейсы преподавателя(-ницы) были актуальны для индустрии. Преподаватель(-ница) давал(-а) полезные рекомендации по развитию моей работы. У меня была достаточная поддержка преподавателя(-ницы)в самостоятельной работе (консультации, разборы, ответы). - Петранин Андрей Анатольевич","15. Пожалуйста, оцените работу преподавателей:Преподаватель(-ница) объяснял(-а) сложные вещи понятным языком. Примеры/кейсы преподавателя(-ницы) были актуальны для индустрии. Преподаватель(-ница) давал(-а) полезные рекомендации по развитию моей работы. У меня была достаточная поддержка преподавателя(-ницы)в самостоятельной работе (консультации, разборы, ответы). - Родионова Алина Олеговна","15. Пожалуйста, оцените работу преподавателей:Преподаватель(-ница) объяснял(-а) сложные вещи понятным языком. Примеры/кейсы преподавателя(-ницы) были актуальны для индустрии. Преподаватель(-ница) давал(-а) полезные рекомендации по развитию моей работы. У меня была достаточная поддержка преподавателя(-ницы)в самостоятельной работе (консультации, разборы, ответы). - Тощев Федор Викторович","15. Пожалуйста, оцените работу преподавателей:Преподаватель(-ница) объяснял(-а) сложные вещи понятным языком. Примеры/кейсы преподавателя(-ницы) были актуальны для индустрии. Преподаватель(-ница) давал(-а) полезные рекомендации по развитию моей работы. У меня была достаточная поддержка преподавателя(-ницы)в самостоятельной работе (консультации, разборы, ответы). - Черемушкина Анна Евгеньевна",16. Здесь вы можете оставить более подробную обратную связь о преподавательской команде,17. Оцените преподавателей по общеобразовательным дисциплинам - Критическое мышление,17. Оцените преподавателей по общеобразовательным дисциплинам - История России,17. Оцените преподавателей по общеобразовательным дисциплинам - Иностранный язык,17. Оцените преподавателей по общеобразовательным дисциплинам - Безопасность жизнедеятельности,17. Оцените преподавателей по общеобразовательным дисциплинам - Основы российской государственности,18. Оставьте комментарий отдельно о лекционных и семинарских занятиях (укажите преподавателя или семинарский трек). Насколько разнообразными и полезными были семинарские треки:,19. Оцените доступность и работу библиотеки,20. Оцените доступность и качество работы сервиса Wellbeing,21. Оцените доступность и качество еды на кампусе,22. Оцените работоспособность программного обеспечения в аудиториях,23. Оцените работоспособность оборудования в аудиториях,24. Оцените комфорт пребывания в аудиториях,25. Оцените комфорт пребывания в мастерских / ресурсных центрах / репетиционных комнатах,"26. Насколько вероятно, что вы порекомендуете школу друзьям, коллегам или родным, которые планируют обучение",27. Есть ли у вас дополнительные комментарии или предложения для нас?
1,12.02.2026 14:42:36,73,149.7.104.3,Прямая ссылка,Windows 10,Google Chrome,Компьютер,4,4,4,4,4,4,4,4,4,4,4,,4,4,4,4,4,4,4,4,,4,4,4,4,4,4,4,4,,4,4,4,,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,4,4,4,4,4,4,4,10,
2,20.02.2026 20:42:03,270,109.107.166.214,Прямая ссылка,iPhone,Safari,Телефон,3,3,2,4,3,4,3,4,3,4,3,,2,3,3,3,2,4,4,4,,4,3,4,3,4,3,4,4,,4,4,4,,10,8,0,0,0,5,6,10,0,10,10,10,10,,,,,,,,4,,2,3,2,3,3,6,
3,20.02.2026 20:44:44,224,5.228.118.254,Прямая ссылка,Android,Google Chrome,Телефон,3,3,2,3,3,3,3,4,4,3,3,,2,4,2,4,2,3,2,3,,3,3,3,3,4,4,3,3,,3,4,3,,,,,,,,,,,,,,,,,,,,,,2,2,1,3,2,3,3,8,
4,20.02.2026 20:48:29,630,217.217.244.5,Прямая ссылка,iPhone,Safari,Телефон,4,4,4,4,4,4,3,4,3,4,4,,4,4,3,3,4,3,4,3,,4,4,4,4,4,4,4,4,,4,4,4,,0,10,10,10,0,0,0,10,0,0,0,10,0,,,,,,,,4,,1,4,,4,4,10,
5,20.02.2026 20:50:01,733,5.35.113.119,Прямая ссылка,Android,Google Chrome,Телефон,4,3,3,3,4,3,4,4,4,4,4,,4,4,3,4,4,4,4,4,,4,4,4,4,4,4,4,4,,3,3,3,,0,0,0,0,6,0,0,0,0,9,9,0,0,,,,,,,,4,,1,3,4,4,4,9,
6,20.02.2026 20:53:02,923,213.87.154.102,Прямая ссылка,iPhone,Safari,Телефон,3,4,4,4,4,3,4,4,4,4,4,,3,4,2,4,4,4,4,4,,4,4,4,4,3,4,4,4,,4,4,4,,6,3,6,5,0,3,10,10,0,10,10,10,10,,,,,,,,4,,4,4,4,4,4,8,
7,20.02.2026 21:10:58,196,152.53.45.49,Прямая ссылка,iPhone,Safari,Телефон,3,4,3,4,4,4,4,2,4,4,4,,4,4,4,4,3,4,3,4,,4,4,2,4,3,4,4,4,,4,4,4,,0,9,0,0,10,10,0,10,0,10,10,10,10,,,,,,,,4,,3,2,3,4,4,10,
8,20.02.2026 21:14:39,1393,213.87.150.177,Прямая ссылка,iPhone,Safari,Телефон,3,4,4,4,4,3,4,4,4,4,4,"Моим куратором был Фёдор Тощев. Он отлично организовывал нашу группу, вовремя отправлял необходимую информацию, всегда доступно объяснял принципы работы над проектом, если у нас возникали вопросы. Спасибо ему большое! ",2,3,4,4,2,3,4,2,"Программа семестра А была очень насыщенной, но задания часто были непонятными даже при подробном изучении брифа. Большая часть брифов были по направлению Contemporary Art, хотелось бы видеть и задания, больше связанные с другими направлениями, чтобы каждый студент мог попробовать разные pathways и на практике решить для себя, куда идти учиться дальше. Но несмотря на это, для меня этот семестр был отличной творческой прокачкой креативности и мозговым штурмом, что тоже немало важно в обучении на креативных профессиях. ",2,2,4,4,4,4,4,4,"Координатор иногда очень долго отвечает на письма. Иногда с ним проще связаться через ресепшен. Хотелось бы более оперативного решения вопросов, если это возможно. ",3,4,3,"Система оценивания очень чёткая и понятная за исключением проверки работ на искусственный интеллект. Не раз видела работы своих однокурсников, написанные самостоятельно (иногда в моем присутствии), но оценённые как Ai generated. Мне кажется, что было бы честно проверять работы на наличие искусственного интеллекта не просто на схожесть стиля текста, а с помощью специальной программы. ",10,5,10,7,7,10,8,10,8,10,10,10,10,,,,,,,,4,4,4,3,3,,4,10,"Как я уже ранее писала, было бы круто немного разнообразить творческие проекты и сделать их интересными для каждого направления. В остальном я думаю, что всё отлично!"
9,20.02.2026 21:31:23,336,31.173.85.34,Прямая ссылка,iPhone,Safari,Телефон,4,4,4,4,4,4,4,4,4,4,4,,4,4,2,4,4,4,4,4,,4,4,4,4,4,4,4,4,,4,4,4,,10,10,0,0,8,0,0,10,0,10,10,10,0,,,,,,,,4,4,3,4,4,4,4,10,
10,20.02.2026 21:41:21,268,109.252.7.176,Прямая ссылка,Android,Google Chrome,Телефон,3,3,2,4,4,3,4,3,1,3,1,,3,3,3,3,2,4,3,2,,4,1,2,4,2,4,3,4,,4,3,3,,1,7,1,10,1,0,1,9,1,7,9,1,0,,,,,,,,4,4,2,4,3,3,3,5,
11,20.02.2026 21:46:56,347,152.53.204.110,Прямая ссылка,iPhone,Safari,Телефон,3,4,3,4,4,4,3,3,4,4,4,,4,4,2,4,3,3,1,4,,4,4,4,4,4,4,4,4,,4,4,4,,10,8,10,10,10,5,10,10,10,10,9,10,10,,,,,,,,4,4,3,4,3,4,4,10,
12,20.02.2026 21:54:20,536,46.188.50.224,Прямая ссылка,Android,Google Chrome,Телефон,2,3,1,2,4,4,4,3,4,3,3,,1,4,2,4,1,4,1,4,,4,4,4,4,3,4,4,4,,2,2,2,,10,7,10,7,10,1,10,10,10,10,8,8,10,,,,,,,,4,3,2,4,4,2,3,7,
13,21.02.2026 14:44:11,181,109.252.50.12,Прямая ссылка,iPhone,Safari,Телефон,4,4,4,4,4,4,4,4,4,4,4,i love UU🫶💗💗,4,4,4,4,4,4,4,4,,4,4,4,4,4,4,4,4,,4,4,4,,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,4,4,4,4,3,3,4,10,
14,21.02.2026 19:35:54,248,213.87.139.138,Прямая ссылка,iPhone,Safari,Телефон,3,4,4,3,3,4,4,4,4,4,4,,4,3,2,4,4,4,3,4,,4,4,4,4,4,4,4,4,,3,3,3,,10,9,1,0,0,9,0,9,0,9,0,9,10,,,,,,,,4,4,2,3,3,3,3,7,
15,21.02.2026 22:05:00,473,91.240.75.46,Прямая ссылка,Mac OS,Other,Компьютер,4,4,4,4,4,4,4,3,4,4,4,,4,4,4,4,4,4,4,4,,3,4,3,4,4,4,3,4,"Координатор игнорирует сообщения и не понятно она их увидела или нет. К помощнику координатора вопросов нет, всегда отвечает и все объясняет ",4,4,4,,10,10,10,10,10,4,10,10,10,10,10,10,10,,,,,,,,4,4,1,4,4,4,4,10,"Жаль, что еда в Юкафе невыносимо дорогая и кроме Милти ничего нет поблизости, где можно бы было поесть за адекватную стоимость  "
16,22.02.2026 19:27:14,262,176.106.248.68,Прямая ссылка,iPhone,Safari,Телефон,4,4,3,4,2,4,4,4,4,4,4,,3,4,4,4,3,4,4,4,,4,4,4,4,4,4,4,4,,4,4,4,,7,10,10,6,7,10,6,10,6,10,10,10,10,,,,,,,,4,3,3,4,4,4,4,10,
17,23.02.2026 16:20:53,269,46.242.10.98,Прямая ссылка,iPhone,Safari,Телефон,3,2,2,2,3,2,4,4,4,3,4,,3,4,2,3,2,4,4,4,,4,4,4,4,4,4,4,4,,3,3,3,,10,9,8,7,8,3,8,10,8,10,10,10,10,,,,,,,,4,4,3,4,4,4,4,8,
18,23.02.2026 19:17:26,368,31.173.81.192,Прямая ссылка,iPhone,Safari,Телефон,4,4,4,4,3,3,3,3,4,4,4,,3,4,4,4,3,4,4,4,,4,4,4,4,3,4,4,4,,4,4,4,,10,7,10,1,9,8,8,8,8,10,10,10,8,,,,,,,,4,4,4,4,4,4,4,10,
19,23.02.2026 20:41:38,197,72.56.90.4,Прямая ссылка,iPhone,Safari,Телефон,3,3,2,4,3,2,4,2,4,3,4,,2,4,1,4,3,3,3,3,,4,4,3,3,2,4,3,3,,3,4,3,,10,10,10,10,10,10,10,8,0,0,0,0,0,,,,,,,,3,3,2,3,4,3,3,7,
20,23.02.2026 20:48:20,296,185.103.200.8,Прямая ссылка,iPhone,Safari,Телефон,3,3,4,3,4,2,3,2,3,3,2,,2,3,2,4,2,4,4,4,,4,3,3,3,3,4,3,4,,3,3,4,,6,8,6,6,6,5,8,10,9,9,10,9,10,,,,,,,,4,4,2,3,3,3,4,9,
21,24.02.2026 00:09:09,221,45.144.51.166,Прямая ссылка,iPhone,Safari,Телефон,4,3,3,3,4,3,3,4,4,4,4,,4,4,2,4,3,4,4,2,,4,4,4,4,4,3,4,4,,4,4,3,,7,3,7,3,7,3,7,9,8,10,10,9,9,,,,,,,,4,4,4,2,4,4,3,7,
22,24.02.2026 00:11:09,323,31.173.83.42,Прямая ссылка,iPhone,Safari,Телефон,3,4,3,4,4,4,4,4,3,4,3,,3,3,4,3,3,4,3,3,,4,4,4,4,4,3,4,4,,4,4,4,,8,10,0,0,0,8,8,10,8,8,10,10,10,,,,,,,,4,3,3,4,3,3,4,8,
23,24.02.2026 00:11:38,376,109.252.64.62,Прямая ссылка,iPhone,Safari,Телефон,3,3,3,4,4,3,4,3,4,4,4,,2,4,3,4,3,4,2,4,,4,4,4,4,3,4,4,4,,3,3,3,,9,10,9,0,9,8,9,10,9,10,10,10,8,,,,,,,,3,3,2,3,3,2,3,8,
24,24.02.2026 00:15:04,203,45.15.160.30,Прямая ссылка,iPhone,Safari,Телефон,4,4,4,4,4,4,4,4,4,4,4,,3,3,4,4,3,3,3,4,,4,4,4,4,4,4,4,4,,4,4,4,,10,10,10,10,1,9,10,10,0,10,10,10,10,,,,,,,,4,4,3,4,4,4,4,10,
25,24.02.2026 00:15:35,573,46.138.70.36,Прямая ссылка,iPhone,Safari,Телефон,2,3,2,3,4,4,4,4,4,3,4,,2,4,1,3,2,4,3,3,,4,4,4,4,4,4,4,4,,3,4,3,,0,7,0,7,0,0,0,10,0,10,0,0,0,,,,,,,,4,3,2,4,4,3,3,6,
26,24.02.2026 00:15:49,255,128.71.29.184,Прямая ссылка,iPhone,Safari,Телефон,4,4,3,4,4,4,4,4,4,4,4,,4,4,2,2,4,4,4,4,,4,4,4,4,4,4,4,4,,4,4,4,,5,10,10,10,8,3,0,10,0,10,10,9,10,,,,,,,,4,1,2,2,2,4,4,10,
27,24.02.2026 12:51:31,532,147.50.12.41,Прямая ссылка,iPhone,Safari,Телефон,4,4,3,3,3,4,4,3,3,4,4,"На все вопросы отвечали своевременно, было несколько раз, что задавала вопросы по нескольку раз, так как её было ответа. Но в остальном, все хорошо ",3,4,4,4,2,4,4,4,"Не совсем поняла смысл заданий на фаундейшен. Какие-то задания понравились, какие-то казались совершенно не понятными для чего и зачем. ",4,4,3,4,4,4,4,4,"Никаких проблем не возникало, все хорошо",4,4,4,,7,8,7,7,10,7,7,8,0,8,10,8,8,,,,,,,,3,,2,3,,4,4,7,
28,24.02.2026 19:42:40,223,213.87.128.73,Прямая ссылка,iPhone,Safari,Телефон,4,4,4,4,4,4,4,4,4,4,4,,4,4,4,4,4,4,4,4,,4,4,4,4,4,4,4,4,,4,4,4,,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,4,4,4,4,4,4,4,10,
29,25.02.2026 00:50:56,406,185.35.138.20,Прямая ссылка,iPhone,Safari,Телефон,3,2,3,2,3,3,4,3,3,4,4,,3,4,3,2,2,4,2,4,"Можно было бы сократить количество занятий в неделю. Во время индивидуального проекта точно и оставить свободное время без обязательного посещения, тк работа выполняется иногда быстрее",3,4,4,4,4,4,4,4,,3,4,4,,3,7,3,7,10,1,0,3,0,3,8,6,6,,,,,,,,4,,,2,3,3,4,7,
30,25.02.2026 14:10:28,314,62.113.119.228,Прямая ссылка,iPhone,Safari,Телефон,4,4,3,3,4,3,4,4,4,2,4,"Все отлично , куратор молодец ",2,2,2,4,2,4,3,4,,4,4,3,4,4,4,4,4,,4,4,4,,10,9,10,9,9,7,8,8,10,10,10,10,10,,,,,,,,4,3,1,3,3,3,4,8,
31,01.03.2026 18:49:58,231,109.252.107.38,Прямая ссылка,Windows 10,Google Chrome,Компьютер,2,3,2,3,4,3,4,2,4,4,4,,2,4,2,4,1,4,2,4,,4,4,4,4,2,4,3,4,,3,3,2,,0,0,0,0,0,0,0,0,0,10,0,0,10,,,,,,,,4,2,1,3,3,1,1,6,